review_comment_message,feeling
entregaram tábua ñ entregue quadro logo quero resposta tendo vista via email disseram entregue junto,0
super satisfeita,2
parabén,2
bom produto recomendo todo,1
antes di prazo entregue bem embalado obrigado parabén,2
demorando chegar produto,0
produto péssima qualidade cumpre descrito,0
bom produto atendeu expectativa suportou bem roupas preferi usar rodinhas pois fica estável produto chegou rápido recomendo,2
achei demorou entrega,0
ótima loja ok,2
bom,2
servi exército usava tralheres menores encaixa articulação melhores fazer curso ñ cortar faca abrir fechar ruim perigoso encaix,0
execlente produto,2
produto bom porém modo braço poderia melhor vem elástico curto,2
nao testei produto ainda parece td normal chegou antes prazo estrimado bom,2
site super confiável,2
excelente vendedor prazo correto produto qualidade recomendo,2
produto ótima qualidade entrega super rápida,2
chegou conform,2
produto loja super maravilhosos entregue antes prazo super indico,2
bonito bem levinho,1
toalhas comprei cores escuras duas entanto veio cor clara queria,0
pedi produto vez veio cor divergente efetuada voucher troca refiz compra surpresa veio errado novamente compro recomendo mto relaxo,0
bom comprar stark,2
amei produto otima qualidad,2
xx,2
acho deveria emitir nf acordo loja fornecedora toda vez compramos site lannister vem fornecedor nf veio outro fornecedor informar fornecedor ira faturar anf,2
rápido entrega antes prazo recomendo,2
somente produtos entregue corda recebi palmar,1
otimo produto,2
ok,2
recomendo produto loja relógio veio solto fez ter certeza original apesar disso perfeito lindo,2
gostei produto,2
produto bom entrega demorada pensarei vezes antes comprar existe mercado livre valor frete produto chega menos dia,1
quero valor volta,0
nao recomendo pois faltou entrega pelicula,0
bom,1
bom contrario capa ainda recebi,2
produto ótima qualidade bonito porém chip code veio errado configuração corolla trocar pagar outro code contrário configura carro,2
extremamente satisfeita recebi pedido duas semanas antes prazo previsto,2
produto chegou prazo estipulado recomendo,2
esperei semanas produto chegar prazo entrega acabou recebi email dizendo problema entrega,0
apesar frete grátis entrega demorada demorou dias entregue pedido veio correto problemas aparent,2
tudo esperado surpresa,2
bom,2
poderia estrelas fato vidro piano rachado vou poder dar estrela,1
produto bom,2
produto excelente entrega rapida,2
aparentemente produto bom porem ainda utilizei,2
ótimo,2
fiz várias compras lannister nunca problemas dessa vez recebi produtos recebi mail informando retirado agência correios pois compro,0
solicitei cancelamento compra após comprar nota fainda sido emitida retornaram dia seguinte dizendo possível cancelar pois produto sido despachado,0
amei mercadoria qualidade otima preço,2
recebi dentro prazo problema rodas frente carrinho encaixa segura cai levanta carrinho,2
chegou antes prazo bem embalado,2
produto ótimo,2
fone versão original samsung qualidade péssima,0
recebi produto ainda,0
obrigado,2
produtos lindo,2
entrega antes prazo limite conformidad,2
parabéns adorei produto entregue prazo super recomendo,2
chegou bem antes prazo material boa qualidad,2
tudo tranquilo,2
boa tarde sempre gostei comprar portal lannister ultimamente tido problemas entrega area risco peço reveja página opção retirada loja,1
entregaram produto rápido nenhum defeito,2
creme maravilhoso dor pernas recomendo,2
produto acordo anúncio bom,2
tudo ok,2
entrega feita prazo qualidade produto regular comparada preço bom fica bonito quanto loja tudo ok,1
terceirizado falou produto estoque compra cancelada ainda recebi estorno valor cartão crédito,0
chegou bem antes esperado,2
excelente vale pena investir produto alta qualidade entrega super rápida recomendo,2
venderam produto estoque péssima compra,0
entregaram bem antes prazo super recomendo,2
produto fraco,0
posso opinar pois ainda entregaram produto sendo cartão chegou utilizei outras lojas inclusive paguei fatura,0
adorei lindas boa qualidade iguais foto,2
produto anunciado nao exatamente recebi anunciado esfigmomanometro viria escrita tycos nao veio,1
recebi apenas kit quadros aguardando outro kit,0
excelente loja,2
produto bom tão bem acabado quanto foto,1
bom,2
momento problema marca eletrolux,1
bom,2
recebi antes prazo tudo bom,2
excelente produto chegou antes prazo satisfaz necessidade super recomendo,2
recebi produto defeito nunca ligou aparelho olhe voltagem v,0
comprei chegou outro produto cor diferente qualidade bem inferior transtorno nessa compra,0
cancelei compra dia site aparece produto entregue sendo recebi nada assim cobrado cartão quero cancelamento imediatament,0
gostei recomendo,2
entregaram bem antes prazo surpreendi rapidez,2
gosto fazer compras nesta loja produto boa qualidade entrega rápida,2
cancelei pedido faz semana ainda reembolsado,0
produto ótima qualidade veio pelicula brinde otima qualidade tb porém pelicula veio metade largura cel entao poderei usar,2
produto bonito,2
mt bom produto lindo amei,2
boa,2
compra fácil apenas pequena demora entrega,2
chegou certo antes prazo previsto obrigada,1
produto chegou antes prazo perfeito estado,2
obrigado recomendo targaryen,2
mercadoria super atrasada recomendo,0
bom,2
produto ótima qualidad,2
produto ainda cheg,0
relógio ótimo descrição,2
produto ótimo,2
satisfeito,2
entrega antes prazo produto qualidade adorei,2
bom,2
comprei colar duplo pingente igual foto app stark colar totalmente diferente veio cor dourada queria prata colar igual foto,0
boa boa,2
recebi antes prazo gostei,2
produto entregue perfeito estado pequeno atraso entrega creio devido fim ano coleirinhas lindas resistentes recomendo,2
boa loja,2
considero valor frete prazo entrega pouco altos gostaria cobrassem frete barato entregassem rápido cumpriram prazo prometido entregaram produtos correto,2
,2
chaveiro legal varios detalhes bem forte adorei,2
chegou antes previsto pincéis viram prometido achei bem macios amei,2
frete deveria gráti,2
descrição produto clara imaginei viessem juntos protetores individuais cardápios veio apenas caixa solicito devolução valor,0
comprei adaptador porém fraquinho serviu mini compressor achei deveria vir especificação voltarei comprar loja perguntando antes sobre produto vendedo,1
boa tarde apesar marcar sim achei estranho envelope rasgado parecendo violado vou ter certeza produto usar,2
excelente produto entrega rápida,2
bom produtos entrega rapida,2
entrega rápida,2
obrigado super grato,2
aparelho som hora chamada baixo desbloquear pouco confuso resto bom,2
fácil preço razoável recomendações boa,2
lindo kit pouco frágil,1
ainda nao recebi produto,0
recomendo entrega dia momento nada ainda resposta,0
chegou rápido produto excelent,2
gostei material cortina blackout parece plástico tudo bem agora ja tudo correto entrega prazo certinho,1
discrição produto poderiam ter dito plástico tecidos impermeáveis achei tecido plástico,1
loja confiança super satisfeita recebe todas figurinhas album neto feliz vida obrigada,2
satisfeito,2
antes produto chegar medo ñ original preço conta relógio original bonito recomendo,2
prazo entrega longa dias ainda assim entregam produto prazo somente após expirar prazo contato stark dizendo haveria entrega jura nunca,0
ficou deseja fato pagar frete ter ir pega correio,0
esperava jogo mini bilhar sinuca snooker madeira entrgue mini mesa pebolim jogo futebol completo entregue pedido loja tip,0
excelente recebi antes prazo informado,2
comprei duas camas entregue apenas entrei contato ha dois dias ainda nao deram qualquer satisfação golp,0
tudo ok,2
produto atende necessidade porém conservação ddeixa desejar,1
recebi produto dentro prazo produto excelente recomendo todos prático atende bem necessidades uso doméstico,2
surpreendeu porque recebi produto antecipação dez dias prazo dado entrega agradecer toda equipe obrigado deus abenço,2
gostei produto,2
entrega rápida antes prazo previsto produto correto parece boa qualidade procuramos hoje falta tempo cuidar coisas casa pretendo comprar colcha,2
quero produto dinheiro volta,0
produto chegou demor,1
seguro rápido ágil,2
recomendo,2
demorada agora recebi produto,0
entrega rápida,2
excelent,2
produtos firenze cosméticos excelent,2
entrega rápida produto esperado,2
deu dois dias pelicula solto qualidade ruim,0
ótima trabalho,2
livros bon,2
recebi pedido tempo estimado informada porque atraso,0
produto entregue rápido satisfeito,2
gostei fragrâncias bem enjoativas doc,0
linda cortina tecido ótimo qualidad,2
produto chegou perfeitas condiçõ,2
recebi produto dentro prazo entrega excelente qualidade recomendo certeza,2
ótimo produto,2
achei loja conceituada rapido entrega achei nque muita burocracia demora demai,0
excelente produto,2
entregue antes prazo produto ótima qualidade recomendo,2
gostei relogio pouco menor esperava leve ainda sim otima compra,1
serve notes pol,0
adorei,2
praticante patins inline vertical sempre fã marca produto robusto acabamento excelente design moderno bonito ps recebi totalmente configurado pronto uso obriga,2
chegou antes prazo produto bem acabado adorei tamanho pois achei menor fiquei super satisfeita compra,2
ótimo produto,2
produto aprovado,2
lannister entregou super rapido tablet qbex funcionou hs vou ter pedir devolução,2
compromisso cliente qualidade produto resumem compra,2
produto chegou bem antes prazo excelente qualidad,2
chegou antes prazo conforme pedido bom super indico,2
muita demora pedido,0
depende client,0
ótimo,2
recomendo,2
bom entrega prazo certo,2
comprei bicicleta entregue dentro prazo conforme combinado,2
bom,2
éu achei hotimo,1
otima,2
disponibilizam produto site stark porém indisponível loja concluí compra sinal aprovada informaram possível enviar produto,0
produto entregue totalmente diferente pedido,0
enselent,2
goste recomendo,1
produto nao entregue ja passaram dias uteis prazo entrega nao possuo informacoes maiores loja,0
esqueceram colocar recebeu produto bom estado pois comprei pendentes veio caixa papelão fraca quase nada proteção dois vieram amassados ai vc vai reclamar,0
entrega veio faltando mercadoria recebi metade pedido,0
chegou antes prazo estipulado tudo correto loja confiável,2
amo comprar baratheon,2
rápida entrega,2
produto bom entrega rapida veio cabide quebrado,2
faltou almofada cocozinho nota consta produto produto entregu,0
recebi produto antes prazo previsto porém preciso fazer devolução porque acordo esperava,2
lindo maravilhoso,2
primeira vez fiz compra internet péssima esperiencia agora quero saber vou ficar prejuízo recebi produto quero dinheiro volta,0
preciso devolver produto pois compra havia sido cancelada acredito sido problema sistema aguardando resposta devolver pegar dinheiro volta,2
recebi produto bem antes data prevista chegou certo dia ok,2
ótimo,2
quadro comprei junto relógio chegou relógio entregue quadro aguardo,1
aguardando pedido data entrega ate hoje ainda recebi continuo agurando peço lannister tomes devidas providencias att bian,1
excelente produto,2
mito bom,2
entrega rápida produto qualidad,2
ótimo produto ótima loja comprar site honestíssima,2
chegou antes prazo recomendo,2
chegou antes prazo,2
fiz compra passou dias loja informar mercadoria,0
entregou dentro prazo tamanho dedos ficou restrito material poderia maior qualidade parte punho poderia longo,1
embora produto entregue dentro prazo demorou entregu,1
ótimo,2
prazo dias úteis entrega entregaram menos dias uteis referente qualidade ñ nada reclamar veio tudo bem embalado atendendo expectativa,2
